Primary identifier,Name,Literature identifier,Study type,Endocrine-mediated endpoints,Endocrine mediated systems
CID:10986,Cadmium acetate,PMID:21933222,IVR,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:10986,Cadmium acetate,PMID:21933222,IVR,Decreased cholesterol levels,Metabolic endocrine-mediated perturbations
CID:10986,Cadmium acetate,PMID:21933222,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:10986,Cadmium acetate,PMID:21933222,IVR,Oxidative stress in liver,Hepatic endocrine-mediated perturbations
CID:10986,Cadmium acetate,PMID:21933222,IVR,Reduced sperm counts,Reproductive endocrine-mediated perturbations
CID:11057755,Flumorph,PMID:19963360,IVR,Changes in haemocrit values,Immunological endocrine-mediated perturbations
CID:11057755,Flumorph,PMID:19963360,IVR,Changes in haemocrit values,Immunological endocrine-mediated perturbations
CID:11057755,Flumorph,PMID:19963360,IVR,Changes in haemocrit values,Immunological endocrine-mediated perturbations
CID:11057755,Flumorph,PMID:19963360,IVR,Increase in T4 levels,Metabolic endocrine-mediated perturbations
CID:11057755,Flumorph,PMID:19963360,IVR,Increase in T4 levels,Metabolic endocrine-mediated perturbations
CID:11057755,Flumorph,PMID:19963360,IVR,Increased liver weights,Hepatic endocrine-mediated perturbations
CID:110635,Tadalafil,PMID:29134978,IVR,Alterations in number of leydig cells,Reproductive endocrine-mediated perturbations
CID:110635,Tadalafil,PMID:29134978,IVR,Reduced sperm counts,Reproductive endocrine-mediated perturbations
CID:111326,"1,2-Diphenylcyclobutane, cis-",PMID:11485868,IVTH,Cancer phenotype,Endocrine-mediated cancer
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Changes in morphology of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Changes in morphology of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Changes in morphology of seminiferous tubules,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Changes in morphology of seminiferous tubules,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Decreased Dihydroxytestosterone (DHT) levels,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Decreased Dihydroxytestosterone (DHT) levels,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Delayed puberty,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Delayed puberty,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Increased FSH levels,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Increased FSH levels,Reproductive endocrine-mediated perturbations
CID:11140605,S-Metolachlor,PMID:23724293,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:11164,Glycidol,PMID:467058,IVR,Affects fertility,Reproductive endocrine-mediated perturbations
CID:11164,Glycidol,PMID:467058,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:11164,Glycidol,PMID:467058,IVR,Increased weights of adrenal gland,Metabolic endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,No significant effects observed,-
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,No significant effects observed,-
CID:11169,Octamethylcyclotetrasiloxane,PMID:11509742,IVR,No significant effects observed,-
CID:11192,Zinc acetate,PMID:12962971,IVR,Affects the biochemical composition of liver,Hepatic endocrine-mediated perturbations
CID:11192,Zinc acetate,PMID:12962971,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:11192,Zinc acetate,PMID:12962971,IVR,Increase in cortisol levels,Neurological endocrine-mediated perturbations
CID:11192,Zinc acetate,PMID:12962971,IVR,Increase in cortisol levels,Neurological endocrine-mediated perturbations
CID:11192,Zinc acetate,PMID:12962971,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:11192,Zinc acetate,PMID:12962971,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:11273,Formestane,PMID:12153753,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Affects fertility,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Affects fertility,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Alters ovarian function,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Alters ovarian function,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Decreased testis weights,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Decreased testis weights,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Ovarian atrophy,Reproductive endocrine-mediated perturbations
CID:11313,Congo red,PMID:1459372,IVR,Ovarian atrophy,Reproductive endocrine-mediated perturbations
CID:1140,Methylbenzene,PMID:9037260,IVR,Changes in white blood cell (WBC) populations,Immunological endocrine-mediated perturbations
CID:1140,Methylbenzene,PMID:9037260,IVR,Decreased thymus gland weights,Immunological endocrine-mediated perturbations
CID:1140,Methylbenzene,PMID:9037260,IVR,Decreased weights of epididymis,Reproductive endocrine-mediated perturbations
CID:1140,Methylbenzene,PMID:9037260,IVR,No significant effects observed,-
CID:1140,Methylbenzene,PMID:9037260,IVR,Reduced sperm counts,Reproductive endocrine-mediated perturbations
CID:114896,"Dibenzo(b,e)(1,4)dioxin, 2-bromo-3,7,8-trichloro-",DOI:10.1016/0045-6535(91)90040-K,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:114900,"6-methyl-1,3,8-trichlorodibenzofuran",PMID:1903567,IVR,Affects neuronal signaling,Neurological endocrine-mediated perturbations
CID:114900,"6-methyl-1,3,8-trichlorodibenzofuran",PMID:1903567,IVR,Affects uterine function,Reproductive endocrine-mediated perturbations
CID:114900,"6-methyl-1,3,8-trichlorodibenzofuran",PMID:1903567,IVR,No significant effects observed,-
CID:114900,"6-methyl-1,3,8-trichlorodibenzofuran",PMID:1903567,IVR,No significant effects observed,-
CID:115218,"1,1'-Biphenyl, 2,2',3,4,5,5'-hexachloro-3'-(methylsulfonyl)-",PMID:9765071,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:115218,"1,1'-Biphenyl, 2,2',3,4,5,5'-hexachloro-3'-(methylsulfonyl)-",PMID:10739067,IVR,Affects thyroid hormone metabolism,Metabolic endocrine-mediated perturbations
CID:115218,"1,1'-Biphenyl, 2,2',3,4,5,5'-hexachloro-3'-(methylsulfonyl)-",PMID:10739067,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:115218,"1,1'-Biphenyl, 2,2',3,4,5,5'-hexachloro-3'-(methylsulfonyl)-",PMID:9765071,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:115224,Thiacloprid,PMID:28750898,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:115224,Thiacloprid,PMID:28750898,IVTH,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:115224,Thiacloprid,PMID:28750898,IVTH,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:115224,Thiacloprid,PMID:28750898,IVTH,Increased estrone levels,Reproductive endocrine-mediated perturbations
CID:11626560,Crizotinib,PMID:23934135,IVH,Abnormal development of gonads in offspring,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:11626560,Crizotinib,PMID:23934135,IVH,Affects developmental process,Developmental endocrine-mediated perturbations
CID:11626560,Crizotinib,PMID:23934135,IVH,Increased prolactin levels,Reproductive endocrine-mediated perturbations
CID:11626560,Crizotinib,PMID:23934135,IVH,Reduced glucose levels,Metabolic endocrine-mediated perturbations
CID:117291,"Bis(2-ethylhexyl) 2,3,4,5-tetrabromophthalate",PMID:24064184,IVTH,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:117666,4-Fluoro-4'-hydroxybenzophenone,PMID:17904329,IVR,Uterotrophic effect,Reproductive endocrine-mediated perturbations
CID:11790,alpha-Naphthoflavone,PMID:20823264,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:11790,alpha-Naphthoflavone,PMID:20823264,IVTH,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:11816,Methyl 2-benzoylbenzoate,PMID:26692070,IVTH,Cancer phenotype,Endocrine-mediated cancer
CID:118216,"2,3-Dibromopropyl 2,4,6-tribromophenyl ether",PMID:25454221,IVTH,Affects androgen signaling,Reproductive endocrine-mediated perturbations
CID:11843,2-Methylresorcinol,PMID:14925120,IVR,Affects iodine uptake into thyroid,Metabolic endocrine-mediated perturbations
CID:11843,2-Methylresorcinol,PMID:14925120,IVR,Affects iodine uptake into thyroid,Metabolic endocrine-mediated perturbations
CID:11843,2-Methylresorcinol,PMID:14925120,IVR,Affects iodine uptake into thyroid,Metabolic endocrine-mediated perturbations
CID:11855,Pentachlorobenzene,PMID:8480328,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:11855,Pentachlorobenzene,PMID:8480328,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:11855,Pentachlorobenzene,PMID:8480328,IVR,Increased liver weights,Hepatic endocrine-mediated perturbations
CID:11855,Pentachlorobenzene,PMID:8480328,IVR,Increased liver weights,Hepatic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:11869873,IVTH,Affects corticosterone metabolism,Metabolic endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:11869873,IVTH,Affects corticosterone metabolism,Metabolic endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Affects corticosterone metabolism,Metabolic endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:11869873,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:11869873,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:1591480,IVR,Changes in adrenal gland morphology,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:2055367,IVR,Changes in adrenal gland morphology,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:2055367,IVR,Changes in adrenal gland morphology,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:2055367,IVR,Changes in adrenal gland morphology,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:2055367,IVR,Changes in adrenal gland morphology,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:7579910,IVR,Changes in adrenal gland morphology,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Decrease in cortisol levels,Neurological endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Decreased aldosterone levels,Metabolic endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Increase in cortisol levels,Neurological endocrine-mediated perturbations
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:19900470,IVTH,Increased aldosterone levels,Metabolic endocrine-mediated perturbations
CID:119354,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-4-(methylsulfonyl)-",PMID:9765071,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:119354,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-4-(methylsulfonyl)-",PMID:16216300,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:119354,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-4-(methylsulfonyl)-",PMID:10739067,IVR,Affects thyroid hormone metabolism,Metabolic endocrine-mediated perturbations
CID:119354,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-4-(methylsulfonyl)-",PMID:10739067,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:119354,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-4-(methylsulfonyl)-",PMID:9765071,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:119383,"1,1'-Biphenyl, 2,2',3,3',4',6-hexachloro-5-(methylsulfonyl)-",PMID:9765071,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:119383,"1,1'-Biphenyl, 2,2',3,3',4',6-hexachloro-5-(methylsulfonyl)-",PMID:10739067,IVR,Affects thyroid hormone metabolism,Metabolic endocrine-mediated perturbations
CID:119383,"1,1'-Biphenyl, 2,2',3,3',4',6-hexachloro-5-(methylsulfonyl)-",PMID:10739067,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:119383,"1,1'-Biphenyl, 2,2',3,3',4',6-hexachloro-5-(methylsulfonyl)-",PMID:9765071,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:11954121,"4,4-bis(4-hydroxyphenyl)heptane",PMID:9449681,IVTH,Affects expression of progesterone receptor (PR),Reproductive endocrine-mediated perturbations
CID:11954121,"4,4-bis(4-hydroxyphenyl)heptane",PMID:9449681,IVTH,Occurrence of mammary gland tumor,Endocrine-mediated cancer;Reproductive endocrine-mediated perturbations
CID:11954175,"1,2-Diphenylcyclobutane, trans-",PMID:11485868,IVTH,Cancer phenotype,Endocrine-mediated cancer
CID:119587,"1,1'-Biphenyl, 2,2',4',5-tetrachloro-3-(methylsulfonyl)-",PMID:10330683,IVR,Affects thyroid hormone metabolism,Metabolic endocrine-mediated perturbations
CID:119587,"1,1'-Biphenyl, 2,2',4',5-tetrachloro-3-(methylsulfonyl)-",PMID:10739067,IVR,Affects thyroid hormone metabolism,Metabolic endocrine-mediated perturbations
CID:119587,"1,1'-Biphenyl, 2,2',4',5-tetrachloro-3-(methylsulfonyl)-",PMID:10330683,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:119587,"1,1'-Biphenyl, 2,2',4',5-tetrachloro-3-(methylsulfonyl)-",PMID:10739067,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:119587,"1,1'-Biphenyl, 2,2',4',5-tetrachloro-3-(methylsulfonyl)-",PMID:10330683,IVR,Increase in TSH levels,Metabolic endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:8821744,IVR,Affects neuronal signaling,Neurological endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:8182612,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:11268341,IVR,Alterations in immune responses,Immunological endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:11268341,IVR,Changes in B-cell populations,Immunological endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:11268341,IVR,Changes in white blood cell (WBC) populations,Immunological endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:8182612,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:11970143,Lipopolysaccharide,PMID:8182612,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
